0.0	5.6e-7
1.0	6.34e-7
2.0 	6.98e-7
3.0	7.64e-7
4.0	8.2e-7
5.0	8.8e-7
6.0	8.1e-7
7.0	10.0e-7
8.0	10.6e-7
9.0	11.2e-7
10.0	10.0e-7
11.0	4.02e-7
12.0	3.02e-7
13.0	1.123e-6
14.0	6.56e-7
15.0	7.43e-7
